Id,SE,Name,Weighted In-Degree,Authority,Hub,PageRank
4704,109, Aoi Karasu,0,4.5143668E-005,0,2.6109212758757E-005
4705,309, run,0,0,4.706325E-005,0
4706,29, Juanma,1,6.7715504E-005,0.0001411898,3.27591703065651E-005
4707,101, Mario,0,0,0,0
4709,101, lampak,0,0,0,0
4710,101, ilakast,0,0,0,0
4711,586, rrazd,0,4.5143668E-005,4.706325E-005,2.50292625729927E-005
4712,173, Mike,0,0,4.706325E-005,0
4713,56, brainwash,4,9.0287336E-005,9.41265E-005,3.25775503971174E-005
4714,16, TTT,0,0,4.706325E-005,0
4715,1, jufemaiz,0,0,0,0
4716,101, Ahmad-San,0,0,0,0
4717,101, Raghd Hamzeh,0,0,0,0
4718,165, duedl0r,0,0,4.706325E-005,0
4719,101, Ian Jacobs,0,0,0,0
4722,101, Dan,0,0,0,0
4723,101, Vitor,0,0,0,0
4724,101, Nathan,0,0,0,0
4725,101, YYC,0,0,0,0
4726,101, mosg,0,0,0,0
4727,106, zenbike,0,0,4.706325E-005,0
4728,101, BigStuuu,0,0,0,0
4729,101, Zhehao Mao,0,0,0,0
4730,143, Binarylife,0,0,4.706325E-005,0
4731,1, Jonathan,0,0,0,0
4733,133, haimg,0,0,4.706325E-005,0
4734,1, deepu veerapaneni,0,0,0,0
4735,13, brainwash,1,9.0287336E-005,4.706325E-005,0.00003407
4737,1, user4737,0,0,0,0
4738,101, Peter Turner,0,0,0,0
4739,101, NeTeInStEiN,0,0,0,0
4740,101, Pete Nelson,0,0,0,0
4741,101, J J,0,0,0,0
4742,553, Bjorn Wesen,28,0.0001580029,0.0002353163,9.03267528288428E-005
4743,101, 0101amt,0,0,0,0
4744,1, arunthomas,0,0,0,0
4745,1, Karthik Jay,0,0,0,0
4746,101, Sodel,0,0,0,0
4747,101, reve_etrange,0,0,0,0
4748,1646, hli,111,0.0012865945,0.0015530874,0.0027208292
4749,61, Josh,0,0,4.706325E-005,0
4750,1, thegamervs,0,0,0,0
4751,101, Arie,0,0,0,0
4752,131, Krom Stern,0,0,4.706325E-005,0
4753,1, wailashi,0,0,0,0
4754,101, IgorK,0,0,0,0
4755,8, Wolfy,0,0,4.706325E-005,0
4756,11, user4756,0,0,4.706325E-005,0
4757,163, Sean Madden,3,6.7715504E-005,0.0001411898,4.8745311667126E-005
4759,31, Harry,0,0,4.706325E-005,0
4760,101, Goran Obradovic,0,0,0,0
4761,120, Louis,0,0,4.706325E-005,0
4762,1, Samic,0,0,0,0
4763,101, Kushan Fernando,0,0,0,0
4764,101, Kyle,0,0,0,0
4765,148, Marcel,0,0,4.706325E-005,0
4766,1, Henrik Nymann Jensen,0,0,0,0
4767,76, hjf,0,0,4.706325E-005,0
4768,121, DipSwitch,2,4.5143668E-005,0,2.5646376964858E-005
4769,6, hdyx,0,0,4.706325E-005,0
4770,101, David L,0,0,0,0
4771,101, Sebastian,0,0,0,0
4772,11, BobEmbed,1,4.5143668E-005,0,2.43571482945991E-005
4773,11, PDQ Bach,1,4.5143668E-005,0,2.52992501194337E-005
4774,114, bubble,0,0,4.706325E-005,0
4775,1, the979kid,0,0,0,0
4777,1, Jagid,0,0,0,0
4778,101, Zero Subnet,0,0,0,0
4779,111, Doc,1,4.5143668E-005,0,2.30874116123578E-005
4780,1, DesolatorMKX,0,0,0,0
4781,101, Alexander,0,0,0,0
4782,101, New Horizon,0,0,0,0
4783,101, Hikari Iwasaki,0,0,0,0
4784,101, mletterle,0,0,0,0
4785,1, Russell Poirier,0,0,0,0
4787,126, Sina Salek,0,0,4.706325E-005,0
4788,101, You,0,0,0,0
4789,1, user784347,0,0,0,0
4790,101, cwoebker,0,0,0,0
4791,11, Greg,0,0,4.706325E-005,0
4792,38, Dmitri,0,0,4.706325E-005,0
4794,11, Tyson,0,0,4.706325E-005,0
4797,101, Kudu,0,0,0,0
4798,108, check123,0,0,4.706325E-005,0
4799,112, gurghet,0,0,4.706325E-005,0
4800,71, Felician,0,0,4.706325E-005,0
4801,101, SamT,0,0,0,0
4802,21, Steve Morgan,0,0,4.706325E-005,0
4803,449, nemik,32,0.0004740085,0,0.0001626301
4804,1, Ãƒï¿½kos KovÃƒÂ¡cs,0,0,0,0
4805,121, Dennis Yurichev,0,0,4.706325E-005,0
4807,1, Michael,0,0,0,0
4808,101, Ian Vaughan,0,0,0,0
4809,1, krisy,0,0,4.706325E-005,0
4810,101, Jonatan Hedborg,0,0,0,0
4811,1, Jared,0,0,0,0
4812,101, Wartickler,0,0,0,0
4813,1, agil,0,0,0,0
4814,126, Moulde,0,0,4.706325E-005,0
4816,101, micah,0,0,0,0
4817,1, user66734,0,0,0,0
4818,18, indrone,0,4.5143668E-005,9.41265E-005,2.34557606255968E-005
4819,66, paulwal222,1,4.5143668E-005,9.41265E-005,2.32667542649751E-005
4820,101, Jagira,0,0,0,0
4821,6, Neil,0,0,4.706325E-005,0
4822,41, Sodrohu,0,0,4.706325E-005,0
4824,11, Andy Dotzlaf,0,0,4.706325E-005,0
4825,21, Magnus,2,4.5143668E-005,0,2.934906331605E-005
4826,1, dmoisan_satv,1,4.5143668E-005,0,2.46365534145329E-005
4827,1, comp500,0,0,0,0
4829,121, Pharaun,0,0,4.706325E-005,0
4830,219, Kicsi Mano,0,0,4.706325E-005,0
4831,17287, Wouter van Ooijen,1200,0.009751033,0.00809488,0.0035063034
4832,101, Shane Holloway,0,0,0,0
4833,21, Ramu,0,0,4.706325E-005,0
4834,101, ckuetbach,0,0,0,0
4835,193, dronus,0,4.5143668E-005,9.41265E-005,2.55881208262647E-005
4836,132, Tiddo,0,0,4.706325E-005,0
4837,51, Sai,0,4.5143668E-005,9.41265E-005,2.39403876251867E-005
4838,101, Andrew,0,0,0,0
4839,101, Umber Ferrule,0,0,0,0
4840,283, klonq,13,0.0001580029,0.0001411898,3.42480568528404E-005
4842,1, William Roos,0,0,0,0
4844,52, Sai,0,4.5143668E-005,9.41265E-005,2.52545304915016E-005
4845,101, opensourcechris,0,0,0,0
4846,101, Jordan Wade,0,0,0,0
4847,101, Nathan Garabedian,0,0,0,0
4849,121, billt,9,0.0002031465,0.0002823795,0.0001998553
4851,1, Worrier,0,0,0,0
4852,111, Peaches491,0,0,0,0
4853,101, Tomalak,0,0,0,0
4854,101, gavenkoa,0,0,0,0
4855,1, AlexH,0,0,0,0
4856,21, matsukaze,2,4.5143668E-005,0,2.30737160804582E-005
4857,1, Steven Mou,0,0,0,0
4858,113, Beno,0,0,4.706325E-005,0
4859,11, Richard Freedman,0,0,4.706325E-005,0
4860,101, Computist,0,0,0,0
4861,1219, Frank,65,0.0004740085,0.0004706325,0.0001985783
4862,183, Steven Ourada,0,0,4.706325E-005,0
4863,196, Kaos,8,9.0287336E-005,0.0001411898,4.54718278045995E-005
4864,114, Plastkort,0,0,0,0
4865,118, edA-qa mort-ora-y,0,0,4.706325E-005,0
4866,45, Busk,0,0,4.706325E-005,0
4867,101, dmc,0,0,0,0
4868,118, Chris S,0,0,4.706325E-005,0
4869,101, Eric Anderson,0,0,0,0
4871,101, Xavier,0,0,0,0
4872,1, Ian G,0,4.5143668E-005,0,2.52545304915016E-005
4873,101, zforx,0,0,0,0
4874,19, fliphit,1,6.7715504E-005,0,3.16245078596466E-005
4875,101, DanNsk,0,0,0,0
4876,31, Zero_Man,3,4.5143668E-005,0,3.14736857422803E-005
4877,101, MonsterMMORPG,0,0,0,0
4878,101, chutsu,0,0,0,0
4879,101, Anton Barkovsky,0,0,0,0
4881,111, CAFxX,0,0,4.706325E-005,0
4883,123, Groo,2,4.5143668E-005,0,3.30441037268304E-005
4884,101, Cristian Vat,0,0,0,0
4885,101, coelhudo,0,0,0,0
4887,101, tinman,0,0,0,0
4889,101, Memming,0,0,0,0
4890,101, EdoDodo,0,0,0,0
4891,101, Schnouki,0,0,0,0
4892,211, Whit3rd,9,0.0001580029,0,0.0003021227
4893,1, Chetan Sachdev,0,0,0,0
4894,36, Frey Alvis,2,4.5143668E-005,0,2.5646376964858E-005
4895,101, Jeff,0,0,0,0
4896,113, Level1Coder,0,0,4.706325E-005,0
4897,16, raj,0,0,4.706325E-005,0
4898,107, Daniel Ball,0,0,4.706325E-005,0
4900,18, TomCDona,0,0,4.706325E-005,0
4901,101, Bryan,0,0,0,0
4902,163, UtopiaLtd,0,0,4.706325E-005,0
4903,11, Nick C.,0,0,4.706325E-005,0
4904,101, Chris McKee,0,0,0,0
4905,19, Sprite,0,0,4.706325E-005,0
4906,3652, m.Alin,167,0.0009480171,0.0010353916,0.0003047371
4907,101, Peter Maxwell,0,0,0,0
4908,101, hhh3112,0,0,0,0
4910,18, Pedro Carvalho,0,0,4.706325E-005,0
4911,1, Bob Smith,0,0,0,0
4912,118, brodie,0,0,4.706325E-005,0
4913,121, user593062,0,0,4.706325E-005,0
4914,31, buzzdata,1,6.7715504E-005,9.41265E-005,2.80402926431609E-005
4915,109, Balamurugan,0,0,4.706325E-005,0
4916,148, Mike L.,6,0.0001128592,0.000188253,6.02455680829596E-005
4917,11, mickey,0,4.5143668E-005,0,2.67571828702156E-005
4918,101, Data-Base,0,0,0,0
4919,101, whoplisp,0,0,0,0
4920,1, max,0,0,0,0
4921,419, Al Bennett,32,0.0001128592,0,5.4313719222104E-005
4922,1, Besser,0,0,0,0
4924,189, Mark Ransom,0,4.5143668E-005,4.706325E-005,2.44892874801105E-005
4926,11, Bryan,0,0,4.706325E-005,0
4927,118, dhulihan,0,0,4.706325E-005,0
4928,1, dexkid,0,0,0,0
4929,101, Luis Siquot,0,0,0,0
4931,101, DavidGrove,0,0,0,0
4932,31, Alonso,3,4.5143668E-005,0,2.77291380374035E-005
4933,101, Tom Dignan,0,0,0,0
4934,101, HedgeMage,0,0,0,0
4935,1, yrcjaya,0,0,0,0
4936,114, TimothyP,0,0,4.706325E-005,0
4937,1, pendem,0,0,0,0
4938,101, Fylke,0,0,0,0
4939,101, Rudisimo,0,0,0,0
4940,1117, Shubham,7,0.000135431,0.0002353163,5.82092493977358E-005
4941,131, Shiraz Bhaiji,0,0,4.706325E-005,0
4943,101, fmz,0,0,0,0
4944,118, MainMa,0,0,4.706325E-005,0
4945,1, user449891,0,0,0,0
4946,101, SamyMassoud,0,0,0,0
4947,101, Harry Joy,0,0,0,0
4948,1, Giancarlo Romeo,0,0,0,0
4950,1765, PetPaulsen,116,0.0008351579,0.000753012,0.0002091491
4951,26, Mark,0,0,4.706325E-005,0
4952,3, GustavoFSx,0,0,4.706325E-005,0
4953,101, JavaAndCSharp,0,0,0,0
4954,165, mac,0,0,4.706325E-005,0
4955,101, drevicko,0,0,0,0
4956,61, Andy McC,11,6.7715504E-005,0,0.0001753053
4958,1, Crankyadmin,0,0,0,0
4959,101, kobaltz,0,0,0,0
4960,26, George Palmer,0,0,4.706325E-005,0
4961,103, kaneuniversal,0,0,4.706325E-005,0
4963,16, greg,0,0,4.706325E-005,0
4965,1, user4965,0,0,0,0
4966,118, palaniraja,0,0,4.706325E-005,0
4967,101, Anjum Kaiser,0,0,0,0
4968,1, smp,0,0,0,0
4970,101, RLH,0,0,0,0
4971,1, Rajan,0,0,0,0
4972,101, Banane,0,0,0,0
4973,6, Ian Hunter,0,0,4.706325E-005,0
4974,11, pedrokiefer,1,4.5143668E-005,0,4.23084655452222E-005
4975,101, Op De Cirkel,0,0,0,0
4976,101, ravspratapsingh,0,0,0,0
4977,1, Eddie,0,0,0,0
4978,8, buhlara,0,0,4.706325E-005,0
4979,200, Gineer,0,0,4.706325E-005,0
4980,141, pavium,4,4.5143668E-005,0,2.33026654075785E-005
4981,8, user303730,0,0,4.706325E-005,0
4982,101, Andrew Bolster,0,0,0,0
4983,139, MGZero,3,4.5143668E-005,4.706325E-005,2.46365534145329E-005
4984,23, Lee,1,4.5143668E-005,9.41265E-005,2.66615170431086E-005
4985,176, milch,15,0.0001128592,0,3.4356105086412E-005
4987,21, Robin Coxe,2,4.5143668E-005,0,2.35596578754968E-005
4989,118, Zach Rattner,0,0,4.706325E-005,0
4990,101, EnergyNumbers,0,0,0,0
4991,101, levif,0,0,0,0
4992,101, iamcreasy,0,0,0,0
4993,101, David,0,0,0,0
4994,161, qftme,0,0,4.706325E-005,0
4996,131, wizlog,0,0,4.706325E-005,0
4997,291, payala,16,0.0001580029,0,0.0001251069
4998,1, ademartini,0,0,0,0
4999,101, Soner GÃƒÂ¶nÃƒÂ¼l,0,0,0,0
5001,101, Blake,0,0,0,0
5003,101, lemiant,0,0,0,0
5004,1, user5004,0,0,0,0
5005,1, dominic.arnone,0,0,0,0
5006,392, John Miles,23,0.000270862,0,9.09298648116002E-005
5007,101, Juhele,0,0,0,0
5008,101, Hossein,0,0,0,0
5009,101, mbq,0,0,0,0
5010,120, Greg,0,0,4.706325E-005,0
5011,101, Simon Svensson,0,0,0,0
5012,101, rhololkeolke,0,0,0,0
5013,101, Remus Rigo,0,0,0,0
5014,18, Toussaint,0,0,4.706325E-005,0
5015,101, FelixMM,0,0,0,0
5016,1, Kapishin,0,0,0,0
5017,19, regomodo,1,6.7715504E-005,0,2.51414651896954E-005
5019,101, phlogratos,0,0,0,0
5020,223, Jonathan Cline,18,0.0001128592,0,0.0001786928
5021,65, okw,0,0,4.706325E-005,0
5022,101, Michael Trausch,0,0,0,0
5024,23, giantcola,0,0,4.706325E-005,0
5025,101, lzcd,0,0,0,0
5026,131, Silverfire,3,6.7715504E-005,0,3.95896973635885E-005
5027,1, Tacticus,0,0,0,0
5028,1, smammut,0,0,0,0
5029,387, xx77aBs,0,0,4.706325E-005,0
5030,101, 9ikhan,0,0,0,0
5032,11, ExpedientSmith,0,0,4.706325E-005,0
5033,101, canadiancreed,0,0,0,0
5034,104, Daniel,1,4.5143668E-005,9.41265E-005,2.60301959638928E-005
5035,3012, abdullah kahraman,150,0.0007448706,0.0008942018,0.0002425636
5036,173, Andrew,6,4.5143668E-005,4.706325E-005,2.38413173686519E-005
5037,101, Christoph RÃƒÂ¼egg,0,0,0,0
5038,101, bloudermilk,0,0,0,0
5039,21, Everett X. Wang,2,4.5143668E-005,0,0.0001749079
5041,101, Weaam,0,0,0,0
5042,101, Ming-Chih Kao,0,0,0,0
5043,23, Dave C,0,0,4.706325E-005,0
5044,1, Wref,0,0,0,0
5045,83, uMinded,2,4.5143668E-005,4.706325E-005,2.4257869583161E-005
5046,134, Brad Mace,0,0,4.706325E-005,0
5047,101, user,0,0,0,0
5048,123, EliSherer,0,0,4.706325E-005,0
5052,101, laslowh,0,0,4.706325E-005,0
5053,101, Peter Bridger,0,0,0,0
5054,141, Mario Vernari,4,0.0001128592,0,3.90357276113571E-005
5055,155, VP.,1,4.5143668E-005,9.41265E-005,2.38340823320256E-005
5057,23, PaulHolland,1,6.7715504E-005,0,4.4256386764003E-005
5058,106, gatoatigrado,0,0,4.706325E-005,0
5059,101, rrhartjr,0,0,0,0
5061,1, dawpa2000,0,0,0,0
5062,101, Andy Evans,0,0,0,0
5063,101, XP1,0,0,0,0
5064,1, aetaur,0,0,0,0
5066,259, Klox,14,0.0001580029,0,6.09748760335893E-005
5069,131, Zia ur Rahman,0,0,4.706325E-005,0
5070,101, freonix,0,0,0,0
5071,101, sauparna,0,0,0,0
5072,101, TrueBlueAussie,0,0,0,0
5073,1, Akshaykirti,0,0,4.706325E-005,0
5074,101, FrenchKiss Dev,0,0,0,0
5076,6, Paul,0,0,4.706325E-005,0
5077,693, Masta79,43,0.0002257184,0.000376506,4.58964588134933E-005
5078,101, Morrison Chang,0,0,0,0
5079,103, Desolator,0,0,4.706325E-005,0
5080,101, Hery,0,0,0,0
5081,101, Martin Foot,0,0,0,0
5082,101, Jedi Master Spooky,0,0,0,0
5083,106, Tom M.,0,0,4.706325E-005,0
5084,101, Core.B,0,0,0,0
5085,6, Anonymous,0,0,4.706325E-005,0
5086,137, Arash,2,9.0287336E-005,4.706325E-005,3.58287644306361E-005
5087,1, CtzKane,0,0,0,0
5088,101, Steve Tjoa,0,0,0,0
5089,11, John,4,4.5143668E-005,0,2.46365534145329E-005
5091,138, Adrian Petrescu,0,0,4.706325E-005,0
5093,151, cbursk,3,4.5143668E-005,9.41265E-005,0.0001519109
5095,101, ProSay,0,0,0,0
5096,101, Chris Kaminski,0,0,0,0
5097,1, pgvoorhees,0,0,0,0
5099,1, chedi,0,0,0,0
5100,330, Mike,0,4.5143668E-005,9.41265E-005,4.16374613071067E-005
5101,133, lulalala,0,0,4.706325E-005,0
5102,11, Nate,1,4.5143668E-005,0,2.46365534145329E-005
5103,125, aibk01,0,0,4.706325E-005,0
5104,113, Mad Scientist,0,0,4.706325E-005,0
5105,43, Diego,2,4.5143668E-005,9.41265E-005,2.98701456917094E-005
5106,51, Xenu,3,4.5143668E-005,4.706325E-005,2.77291380374035E-005
5107,128, Mr_Qqn,0,0,4.706325E-005,0
5108,118, Cylindric,0,0,4.706325E-005,0
5109,101, Philluminati,0,0,0,0
5110,140, Emre YazÃ„Â±cÃ„Â±,0,0,4.706325E-005,0
5111,224, PrÃƒÂ¤riewolf,0,0,4.706325E-005,0
5112,118, BrandonS,0,0,4.706325E-005,0
5113,88, shorted.neuron,4,0.000135431,0.0002353163,7.47144345987759E-005
5114,1, hmasson4,0,0,0,0
5116,101, Michael Lowman,0,0,0,0
5117,101, memetech,0,0,0,0
5118,1, Chanakya,0,0,0,0
5119,101, IAbstract,0,0,0,0
5120,101, BalÃƒÂ¡zs PozsÃƒÂ¡r,0,0,0,0
5121,101, EAGER_STUDENT,0,0,0,0
5122,11, atu,0,0,4.706325E-005,0
5123,128, ring0,0,0,4.706325E-005,0
5124,101, SoftTimur,0,0,0,0
5128,108, Solignis,0,0,4.706325E-005,0
5129,158, NoBugs,0,0,4.706325E-005,0
5130,11, user5130,1,4.5143668E-005,0,0.000025002
5131,101, epotter,0,4.5143668E-005,0,4.08712544020273E-005
5132,1, Mahmoud Kassem,0,0,0,0
5133,101, Maxy-B,0,0,0,0
5134,101, peck,0,0,0,0
5135,111, Shackrock,1,4.5143668E-005,0,3.25889138733431E-005
5136,101, John Drummond,0,0,0,0
5137,111, Neil,1,4.5143668E-005,0,2.5646376964858E-005
5138,101, ento,0,0,0,0
5139,71, Rory O'Hare,0,0,4.706325E-005,0
5140,323, gcc,2,4.5143668E-005,9.41265E-005,2.37090645634621E-005
5141,29, psp,0,0,4.706325E-005,0
5142,101, Jon Mills,0,0,0,0
5145,11, tecfreak,0,0,4.706325E-005,0
5146,297, Chris,0,4.5143668E-005,9.41265E-005,4.08712544020273E-005
5147,101, Jan Decaluwe,0,0,0,0
5148,11, shk,0,0,4.706325E-005,0
5149,101, Jim McKeeth,0,0,0,0
5150,101, Wasi,0,0,0,0
5151,101, Daniel MoÃ…Â¡mondor,0,0,0,0
5152,16, Johan Sundqvist,0,6.7715504E-005,0,4.71682413811617E-005
5153,128, StefanE,0,0,4.706325E-005,0
5154,1, Thor,0,0,0,0
5155,101, Daniel Williams,0,0,0,0
5156,927, Everyone,1,9.0287336E-005,0.000188253,5.75386096932241E-005
5157,141, Unreasonable Sin,2,4.5143668E-005,9.41265E-005,3.19108395373068E-005
5158,1, Matthew Derby,0,0,0,0
5159,111, SpecialAgent_W436,0,0,4.706325E-005,0
5160,101, James Snyder,0,0,0,0
5161,3, Unknown_08,0,0,4.706325E-005,0
5162,118, Flimzy,0,0,0,0
5163,841, 0x6d64,55,0.0006320114,0,0.0002027262
5164,101, kinofrost,0,0,0,0
5165,119, Marco Ceppi,0,0,0,0
5166,101, Kalamane,0,0,0,0
5167,126, Ã…Â ime Vidas,0,0,4.706325E-005,0
5168,103, Joshua Noble,0,0,4.706325E-005,0
5170,1, Francis Haart,0,0,0,0
5171,101, Hari,0,0,0,0
5172,101, boehj,0,0,0,0
5173,134, Aryan SuryaWansi,0,0,4.706325E-005,0
5174,1, Phillip Dixon,0,0,0,0
5175,101, jankes,0,4.5143668E-005,0,2.41653024243812E-005
5176,180, Amith KK,0,0,4.706325E-005,0
5177,101, FeatureCreep,0,0,0,0
5178,101, Palani,0,0,0,0
5180,101, Innuendo,0,0,0,0
5181,101, OhioDude,0,0,0,0
5182,101, benzado,0,0,0,0
5183,26, Caladan,0,0,4.706325E-005,0
5184,103, DefenestrationDay,0,4.5143668E-005,0,2.51480989576623E-005
5185,103, mlp,0,4.5143668E-005,0,2.77291380374035E-005
5186,117, user23012,0,0,4.706325E-005,0
5187,141, Breakthrough,4,0.0001128592,0,8.28684189930863E-005
5188,1, basil kumar,0,0,0,0
5189,101, TH.,0,0,0,0
5190,11, Teagan,0,0,4.706325E-005,0
5191,13, jsn,0,0,4.706325E-005,0
5192,1, JohnnyFifthWorldFreakozoid,0,0,4.706325E-005,0
5193,13, geek,0,0,4.706325E-005,0
5194,3, armf,0,0,4.706325E-005,0
5195,1, Matticus,0,0,0,0
5197,120, Kyle Brandt,0,0,4.706325E-005,0
5199,1, Murtaza Saifee,0,0,0,0
5200,1, user5200,0,0,0,0
5202,140, sled,0,0,4.706325E-005,0
5204,111, Jim M.,8,4.5143668E-005,9.41265E-005,4.11762418182748E-005
5205,101, Nathan G.,0,0,0,0
5206,101, Zepplock,0,0,0,0
5207,11, Boreddy,1,4.5143668E-005,0,2.50292625729927E-005
5208,11, Sandy,1,4.5143668E-005,0,2.77459116357856E-005
5209,21, Jason,0,0,4.706325E-005,0
5210,13, Sam Muesli,0,0,4.706325E-005,0
5211,131, richarddonkin,13,0.000135431,0,4.95910669977313E-005
5212,101, Pratik Deoghare,0,0,0,0
5213,101, jv42,0,0,0,0
5214,1, gregnotcraig,0,0,0,0
5215,1, blebo,0,0,0,0
5218,113, Martin Lee,0,0,4.706325E-005,0
5219,41, Adam,0,0,4.706325E-005,0
5220,101, Iterator,0,0,0,0
5222,246, MaKo,0,0,4.706325E-005,0
5224,109, dungeon Hunter,0,0,4.706325E-005,0
5225,1, Yigit,-1,4.5143668E-005,0,2.6109212758757E-005
5226,1, ycshao,0,0,0,0
5227,155, thron of three,0,0,4.706325E-005,0
5228,1, Dominic Pritham,0,4.5143668E-005,0,4.41841073278344E-005
5229,101, Anders Zommarin,0,0,0,0
5230,101, Soravux,0,0,0,0
5231,113, ImAlsoGreg,0,0,4.706325E-005,0
5232,13, Murktultolokh,0,0,4.706325E-005,0
5233,233, c2h2,2,4.5143668E-005,9.41265E-005,2.58156058560131E-005
5234,1, silpol,0,0,0,0
5235,111, janoliver,0,0,4.706325E-005,0
5237,101, Tim,0,0,0,0
5238,101, Neil Baylis,0,0,0,0
5240,1, jcea,0,0,0,0
5241,129, Hounshell,0,0,4.706325E-005,0
5242,1, Theron,0,0,0,0
5243,11, C. Zach Martin,1,4.5143668E-005,0,2.4257869583161E-005
5244,101, acidzombie24,0,0,0,0
5245,101, Muaz Khan,0,0,0,0
5246,1, user878686,0,0,0,0
5247,101, dbasnett,0,4.5143668E-005,0,2.35830738345903E-005
5248,101, Davide Cervone,0,0,0,0
5249,67, Daniel Donnelly,0,0,4.706325E-005,0
5250,101, Nelson Reis,0,0,0,0
5251,1, Neigyl R. Noval,0,0,4.706325E-005,0
5252,101, Abel Martin,0,0,0,0
5253,101, Matt,0,0,0,0
5254,1, William Beaty,0,0,0,0
5255,174, Mark0978,0,0,4.706325E-005,0
5256,101, Cass,0,0,0,0
5257,101, Grace Note,0,0,0,0
5258,148, Max Z.,0,0,4.706325E-005,0
5259,133, EhevuTov,0,0,4.706325E-005,0
5260,105, Catskul,0,0,0,0
5261,111, Michael Litvin,0,0,4.706325E-005,0
5262,101, petrus,0,0,0,0
5263,101, gowri,0,0,0,0
5264,411, Brog,16,0.0001128592,0,8.03009399327367E-005
5266,125, Karuna-bdc,0,0,4.706325E-005,0
5267,101, amyassin,0,0,0,0
5268,101, Nofate,0,0,0,0
5269,1, Kat,0,0,0,0
5270,1, spayz,0,0,0,0
5271,351, Dor,3,4.5143668E-005,9.41265E-005,2.51437402072506E-005
5272,101, holodoc,0,0,0,0
5273,512, fred basset,0,0,4.706325E-005,0
5275,108, dwmcc,0,0,4.706325E-005,0
5276,1, Mangolian,0,4.5143668E-005,0,2.3444363143399E-005
5277,6, Ganesh,0,0,4.706325E-005,0
5278,101, Nathan,0,0,0,0
5279,1, Eric Burdo,0,0,0,0
5280,101, zaius,0,0,0,0
5281,477, xsari3x,-2,9.0287336E-005,0.0001411898,3.00405319735568E-005
5283,1, pawel_zet,0,0,0,0
5284,101, Workman,0,0,0,0
5285,167, cml,0,0,4.706325E-005,0
5286,284, woliveirajr,16,0.0001805747,0,9.44142357839405E-005
5287,1, Lucas W,0,0,0,0
5288,11, TehNthDegree,1,4.5143668E-005,0,2.35173323129226E-005
5289,115, dsetton,0,0,4.706325E-005,0
5292,101, wrongite,0,0,0,0
5293,108, glglgl,0,0,0,0
5294,83, nvade,5,0.000135431,9.41265E-005,0.000030178
5295,11, Lundin,1,4.5143668E-005,0,7.28638223935037E-005
5296,326, sekharan,0,0,4.706325E-005,0
5297,101, Steeven,0,0,0,0
5298,11, sfhhd,0,0,4.706325E-005,0
5299,51, Russ Kuhn,0,0,4.706325E-005,0
5300,101, Jason Plank,0,0,0,0
5301,101, Steve K.,0,0,0,0
5302,114, Maysam,0,0,4.706325E-005,0
5303,1, Apisake Hongwitayakorn,0,0,0,0
5304,1, bparker,0,0,0,0
5305,1, user5305,0,0,0,0
5306,101, THEn,0,0,0,0
5308,11, Jeremiah Malina,0,0,4.706325E-005,0
5309,101, Yuhong Bao,0,0,0,0
5310,111, broiyan,0,0,4.706325E-005,0
5312,8, Wannes Sels,0,0,4.706325E-005,0
5313,101, olivier,0,0,0,0
5314,36, Ryan McGarty,2,4.5143668E-005,0,2.4257869583161E-005
5315,101, inazaruk,0,0,0,0
5316,101, unclejamil,0,0,0,0
5317,120, SimonJGreen,0,0,4.706325E-005,0
5318,103, TheHurt,0,0,0,0
5319,113, artjumble,0,0,4.706325E-005,0
5320,131, jrand,2,4.5143668E-005,9.41265E-005,0.0001519109
5321,101, rlemon,0,0,0,0
5322,101, Roy,0,0,0,0
5323,101, Jonathan,0,0,0,0
5324,101, lavinio,0,0,0,0
5325,41, Elena Fulton,4,6.7715504E-005,0,4.29844670256004E-005
5326,101, finitud,0,0,0,0
5327,101, Mike Ohlsen,0,0,0,0
5328,101, ozke,0,0,0,0
5329,177, George GaÃƒÂ¡l,5,6.7715504E-005,4.706325E-005,2.934906331605E-005
5330,18, Joao Trindade,0,0,4.706325E-005,0
5332,1, Mohamed Abdo,0,0,0,0
5333,101, skybondsor,0,0,0,0
5334,1, TimB,0,0,0,0
5335,223, Nick,0,0,4.706325E-005,0
5336,187, Arun M,0,4.5143668E-005,4.706325E-005,2.34964300512626E-005
5337,258, David Given,1,4.5143668E-005,9.41265E-005,2.42973277580785E-005
5338,31, August,1,4.5143668E-005,0,2.38496831971809E-005
5339,101, Hernan Eche,0,0,0,0
5340,191, Kevin Cathcart,9,0.0001128592,0,3.59059037296193E-005
5341,101, CesarB,0,0,0,0
5342,9, Ben E,0,0,4.706325E-005,0
5343,101, Kevin H,0,0,0,0
5344,11, bockmabe,0,0,4.706325E-005,0
5345,70, neufuture,1,6.7715504E-005,4.706325E-005,0.000031779
5346,11, 8pin,1,4.5143668E-005,0,2.46365534145329E-005
5347,101, Juan Francisco Cantero Hurtado,0,0,0,0
5349,101, JohnS,0,0,0,0
5350,135, Andrew,0,0,4.706325E-005,0
5351,118, FigBug,0,0,4.706325E-005,0
5352,101, oleschri,0,0,0,0
5353,11, John,1,4.5143668E-005,0,2.5646376964858E-005
5354,130, Bhargav,0,0,4.706325E-005,0
5355,6, dtbaker,0,0,4.706325E-005,0
5357,106, codecowboy,0,0,4.706325E-005,0
5358,103, Paul Dixon,0,0,4.706325E-005,0
5359,6, Giulio,0,0,4.706325E-005,0
5360,101, driis,0,0,0,0
