Id,SE,Name,Weighted In-Degree,Authority,Hub,PageRank
5891,133, Fronker,0,0,8.120838E-005,0
5892,101, Turbochrgd,0,0,0,0
5893,1, ronnieDrew,0,0,0,0
5894,1, walkeran,0,0,0,0
5895,101, Daniel Dickison,0,0,0,0
5896,101, Jon Schoning,0,0,0,0
5897,11, Camassey,1,7.60225E-005,0,0.000046238
5898,1, ahluka,0,0,0,0
5899,1, xdc,0,0,0,0
5900,101, iraSenthil,0,0,0,0
5901,206, Sebastian,2,7.60225E-005,8.120838E-005,4.77904731243207E-005
5902,101, Gressie,0,0,0,0
5903,101, Voodoo,0,0,0,0
5904,1, tomas.lang,0,0,0,0
5905,101, soulBit,0,0,0,0
5906,101, DIMEDROLL,0,0,0,0
5907,123, Witek,0,0,8.120838E-005,0
5908,101, Richard,0,0,0,0
5909,101, Nick Katsivelos,0,0,0,0
5910,101, Evan Wondrasek,0,0,0,0
5911,101, BrandonZeider,0,0,0,0
5912,1, crimer90.co.cc,0,0,0,0
5913,21, tvdb,2,7.60225E-005,0,5.33373377273417E-005
5914,14, Yoni Erez,0,0,8.120838E-005,0
5915,101, Roy,0,0,0,0
5916,13, travistravis,0,0,8.120838E-005,0
5917,101, Olson,0,0,0,0
5918,139, nmc,0,0,8.120838E-005,0
5919,158, Bryan Anderson,0,0,8.120838E-005,0
5920,101, Starkii,0,0,0,0
5921,101, Diego,0,0,0,0
5922,270, evilReiko,0,0,8.120838E-005,0
5923,243, Brian Ballsun-Stanton,4,7.60225E-005,0.0001624168,4.58644378637873E-005
5924,121, idober,0,0,8.120838E-005,0
5925,101, Redburn,0,0,0,0
5926,101, Geert,0,0,0,0
5927,1, mtully,0,0,0,0
5928,1, Andrew Rice,0,0,0,0
5929,101, leon,0,0,0,0
5930,131, VoiceOfUnreason,0,0,8.120838E-005,0
5931,16, bazza,0,0,8.120838E-005,0
5932,101, yms,0,0,0,0
5933,111, Recursieve,1,7.60225E-005,0,4.80806861235638E-005
5934,101, brilliant,0,0,0,0
5936,1, sapfou,0,0,0,0
5937,21, sprout,2,7.60225E-005,0,0.0001024221
5938,559, Todd Chaffee,34,0.0004181238,0.0005684587,0.000133701
5939,101, Erik B,0,0,0,0
5940,18, CodeKid1001,0,0,8.120838E-005,0
5941,71, The WanderingGourmet,7,7.60225E-005,0,4.74440845834792E-005
5942,51, blacky,5,7.60225E-005,0,4.52030879052685E-005
5944,56, Thea,0,0,8.120838E-005,0
5946,101, Curtis Inderwiesche,0,0,0,0
5948,101, TheHurt,0,0,0,0
5949,101, Chacha102,0,0,0,0
5950,101, tegbains,0,0,0,0
5951,21, Jenny,2,7.60225E-005,0,0.0001291507
5952,101, James McNellis,0,0,0,0
5953,141, ykombinator,4,0.0001140338,0,5.85514836203288E-005
5954,101, Sai Kalyan Akshinthala,0,0,0,0
5955,101, Chip Tol,0,0,0,0
5956,101, Saneef,0,0,0,0
5957,1, Lex Viatkine,0,0,0,0
5958,770, Macromika,50,0.0009882925,0.0011369174,0.00030701
5959,1, Rob Watkins,0,0,0,0
5960,101, Matt V.,0,0,0,0
5961,56, dawn,0,0,8.120838E-005,0
5962,101, Wyatt Mann,8,0.0001900563,8.120838E-005,7.67691875777058E-005
5964,21, Paul,0,0,8.120838E-005,0
5965,57, dwaz,0,0,0,0
5967,101, dxb,0,0,0,0
5968,101, Ash Burlaczenko,0,0,0,0
5969,101, Kris,0,0,0,0
5970,182, slhck,0,0,8.120838E-005,0
5971,101, Peter Sankauskas,0,0,0,0
5972,101, davebowker,0,0,0,0
5973,101, matthias,0,0,0,0
5974,33, user5974,0,0,8.120838E-005,0
5975,116, Gagravarr,0,0,8.120838E-005,0
5976,68, freedrull,0,0,8.120838E-005,0
5977,101, Sherm Pendley,0,0,0,0
5978,131, Rei Miyasaka,3,7.60225E-005,0,5.16715509528991E-005
5979,186, cdbitesky,7,0.0001140338,0,9.09135601085247E-005
5980,101, beggs,0,0,0,0
5981,111, homaxto,1,7.60225E-005,0,4.73696460411838E-005
5982,128, DarenW,0,0,8.120838E-005,0
5983,397, msh210,3,7.60225E-005,8.120838E-005,5.46901670417934E-005
5984,69, Matt,6,0.0001140338,0,5.83314113354709E-005
5985,101, Amiel Martin,0,0,0,0
5986,103, mplungjan,0,0,0,0
5987,101, user5987,0,0,0,0
5988,111, Matt,1,7.60225E-005,0,4.98603812995625E-005
5989,101, MichaelF,0,0,0,0
5990,101, Guamaniac,0,0,0,0
5991,101, ArtWorkAD,0,0,0,0
5992,101, Amedio,0,0,0,0
5993,101, Seth P.,0,0,0,0
5994,101, Alkimake,0,0,0,0
5996,1, Just Will,0,0,0,0
5997,1, jorgeml,0,0,0,0
5998,101, matt eisenberg,0,0,0,0
5999,101, ajk,0,0,0,0
6000,127, Sandra ,14,0.0003801125,0,0.0001206993
6001,101, Soner GÃƒÂ¶nÃƒÂ¼l,0,0,0,0
6002,101, Tzarium,0,0,0,0
6003,1, Gareth,0,0,0,0
6004,143, Gary,0,0,8.120838E-005,0
6005,101, yamad,0,0,0,0
6006,1, Grey,0,0,0,0
6008,101, GuyZee,0,0,0,0
6009,101, Mohan Gajula,0,0,0,0
6010,1, kia,0,0,0,0
6011,171, dancek,7,0.0001140338,0,5.98649374798978E-005
6012,185, DeVil,3,0.0001140338,0.0001624168,5.66877075141382E-005
6013,1, MiKo,0,0,0,0
6014,101, van,0,0,0,0
6015,101, P.Brian.Mackey,0,0,0,0
6016,1, Dogan Ersoz,0,0,0,0
6017,101, dustyprogrammer,0,0,0,0
6018,155, Jeremy Hajek,0,0,8.120838E-005,0
6019,1, computersaurus,0,0,0,0
6020,156, Boiling Water,0,0,8.120838E-005,0
6021,31, Eve,0,0,8.120838E-005,0
6022,1, cidermonkey,0,0,0,0
6023,356, andleer,21,0.000456135,0,0.0001959108
6024,61, hamsterhuey,6,0.0001140338,0,0.000056821
6025,101, Chris Pietschmann,0,0,0,0
6026,121, JIStone,2,7.60225E-005,0,4.70644958713357E-005
6027,41, Suzy Bowler,4,7.60225E-005,0,0.000044368
6028,11, Doreen,1,7.60225E-005,0,0.0002105312
6029,101, hydrogen,0,0,0,0
6030,101, edgerunner,0,0,0,0
6031,135, M. Dudley,0,0,8.120838E-005,0
6033,101, Graham Savage,0,0,0,0
6034,101, crazy2be,0,0,0,0
6035,101, Gigili,0,0,0,0
6036,101, Jordan S. Jones,0,0,0,0
6037,131, Michael Wolf,0,0,8.120838E-005,0
6038,101, Mike Thompson,0,0,0,0
6039,260, Cryst,9,0.0002660788,0.0004872503,8.70134131223432E-005
6040,101, helloworld,0,0,0,0
6041,128, gilly3,0,0,8.120838E-005,0
6042,101, Quintin Robinson,0,0,0,0
6044,101, Julien Rollin,0,0,0,0
6045,1, Denis Baluev,0,0,0,0
6046,101, Brady,0,0,0,0
6047,126, Alex G,1,7.60225E-005,0,8.12075518991624E-005
6048,108, Christian WattengÃƒÂ¥rd,0,7.60225E-005,8.120838E-005,4.54021175375033E-005
6049,101, Ville Salonen,0,0,0,0
6050,101, Marcel Jackwerth,0,0,0,0
6051,101, mcw0933,0,0,0,0
6052,101, oneself,0,0,0,0
6053,101, F Oak,0,7.60225E-005,0,4.46256384681599E-005
6054,101, rahul,0,0,0,0
6056,101, Bryan Oakley,0,0,0,0
6058,1, DearLLove,0,0,0,0
6059,101, LarsH,0,0,0,0
6060,101, Michael Dean,0,0,0,0
6062,1, Speredenn,0,7.60225E-005,0,0.000049443
6063,138, raklos,0,0,8.120838E-005,0
6064,21, Tapio,2,7.60225E-005,0,5.03442611583954E-005
6065,1, usmanali,0,0,0,0
6066,161, ChristopherLowe,16,0.0003421013,0,0.0001154075
6067,101, Overdose,0,0,0,0
6068,101, Matias Nino,0,0,0,0
6069,101, Cody C,0,0,0,0
6070,176, Torben Gundtofte-Bruun,6,7.60225E-005,0,4.44268723395528E-005
6071,1, mhorne,0,0,0,0
6072,101, Zebi,0,0,0,0
6074,79, Demento,0,0,8.120838E-005,0
6075,1, Christina,0,0,0,0
6076,101, Jeff Snider,0,0,0,0
6077,21, Lannette,0,0,8.120838E-005,0
6078,21, Alyssa,0,0,8.120838E-005,0
6079,162, Justin Dearing,0,7.60225E-005,0.0001624168,4.96493730213567E-005
6080,113, three-cups,0,0,8.120838E-005,0
6081,101, PÃƒÂ¥l Brattberg,0,0,0,0
6082,1, Gavin S,0,0,0,0
6083,130, Tungsten,0,7.60225E-005,0.0001624168,4.72225191122956E-005
6084,101, fredden,0,0,0,0
6085,1, HDawg,0,0,0,0
6086,101, Justin King,0,0,0,0
6087,126, nevan king,1,7.60225E-005,0.0001624168,5.49426228368495E-005
6088,9, Alice Duff,0,0.0001140338,0,5.7785675807906E-005
6089,101, Aatch,0,0,0,0
6090,31, user6090,0,0,8.120838E-005,0
6091,101, rmx,0,0,0,0
6092,101, Seth M.,0,0,0,0
6094,101, hunter,0,0,0,0
6095,61, Mike,6,7.60225E-005,0,4.32291634186975E-005
6096,141, NW Tech,4,0.0001900563,0,8.2110167636898E-005
6097,101, itchi,0,0,0,0
6098,61, steamer25,6,0.0001140338,0,0.000083569
6099,1, Sascha K.,0,0,0,0
6101,101, dgw,0,0,0,0
6102,295, buruzaemon,6,7.60225E-005,0.0001624168,5.10867327221246E-005
6103,101, ibhbuhbuhb,0,0,0,0
6104,101, Niraj Choubey,0,0,0,0
6105,101, Asinine Monkey,0,0,0,0
6107,101, Zach,0,0,0,0
6108,30, alice,0,0,8.120838E-005,0
6109,101, SCRunner,0,0,0,0
6110,143, yayu,0,0,8.120838E-005,0
6111,101, dzen,0,0,0,0
6112,16, abe,0,0,8.120838E-005,0
6113,101, Brian Minton,0,0,0,0
6114,101, Aducci,0,0,0,0
6115,101, Jonathan Fingland,0,0,0,0
6116,148, nuttzman,0,0,8.120838E-005,0
6117,101, slm,0,0,0,0
6118,101, Marco Mariani,0,0,0,0
6119,101, Avaclon,0,0,0,0
6120,1, mtp,0,0,0,0
6121,11, user6121,0,0,8.120838E-005,0
6122,1, spegoraro,0,0,0,0
6123,9, user6123,0,7.60225E-005,0,4.77904731243207E-005
6124,160, olafure,0,0,8.120838E-005,0
6125,6, cpugh,0,0,8.120838E-005,0
6126,101, Helbreder,0,0,0,0
6127,1894, Josh Caswell,129,0.0008362475,0,0.0006296036
6128,1, avj,0,0,0,0
6129,101, James,0,0,0,0
6130,138, Narmatha Balasundaram,0,0,8.120838E-005,0
6131,1, Ernesto Miguel,0,0,0,0
6133,1, J.W. Mosley,0,0,0,0
6134,101, Mike Toews,0,0,0,0
6135,154, evanlivingston,12,0.0002280675,0,0.0001628419
6136,101, brandonjp,0,0,0,0
6137,101, Mikko Tapionlinna,0,0,0,0
6138,101, David Poblador i Garcia,0,0,0,0
6139,101, dunni,0,0,0,0
6140,101, ChrisR,0,0,0,0
6142,118, JoeTaxpayer,0,0,8.120838E-005,0
6143,517, takrl,17,0.0004941463,0.0005684587,0.0001732744
6144,106, tugberk,0,0,0,0
6145,101, Ian C.,0,0,0,0
6146,101, stanigator,0,0,0,0
6147,21, MisterMighty,2,7.60225E-005,0,0.000048393
6148,101, adamo,0,0,0,0
6149,101, user6149,0,0,0,0
6150,155, HorusKol,0,0,8.120838E-005,0
6151,61, Lili,6,7.60225E-005,0,4.4987910202733E-005
6152,31, ChristopherLowe,3,0.0001140338,0,4.61872588418383E-005
6153,101, fretje,0,0,0,0
6154,141, jthetzel,4,7.60225E-005,0,5.46901670417934E-005
6156,101, user6156,0,0,0,0
6157,101, RedDragon,0,0,0,0
6158,450, victoriah,0,0,8.120838E-005,0
6159,101, SnippetSpace,0,0,0,0
6160,161, bensnider,6,7.60225E-005,0,4.3823149121774E-005
6162,101, radekg,0,0,8.120838E-005,0
6164,11, Tom,1,7.60225E-005,0,4.47801563651398E-005
6165,101, DarkBobG,0,0,0,0
6166,36, Karen,0,0,8.120838E-005,0
6167,101, Lyken,0,0,0,0
6168,1921, user462608,15,0.00030409,0.0004060419,7.75012997401181E-005
6169,101, Bosworth99,0,0,0,0
6170,180, MarkS,11,0.000152045,0.0003248335,4.97294685871605E-005
6171,361, carlosfigueira,21,0.000152045,0.0001624168,0.000142135
6172,101, Omnifarious,0,0,0,0
6173,101, Christopher,0,0,0,0
6174,101, CMA,0,0,0,0
6175,111, Taryn East,1,7.60225E-005,0,4.30326406456376E-005
6176,1, Hogward,-1,7.60225E-005,0,4.46501694163103E-005
6177,101, Garrett Albright,0,0,0,0
6179,1, Rhama Arya Wibawa,0,0,0,0
6180,101, Dave,0,0,0,0
6182,101, nimrodm,0,0,0,0
6183,101, Christopher Estep,0,0,0,0
6184,17, hbune,-1,0.0001140338,0,0.000050418
6185,103, Burning the Codeigniter,0,0,8.120838E-005,0
6186,118, emh,0,0,8.120838E-005,0
6187,101, jffgrdnr,0,0,0,0
6188,101, Evan,0,0,0,0
6189,1, aster,0,0,0,0
6190,141, aL3891,4,7.60225E-005,0,4.77904731243207E-005
6191,11, Susan ,1,7.60225E-005,0,5.10867327221246E-005
6192,101, user6192,0,0,0,0
6193,113, Jon Purdy,0,0,8.120838E-005,0
6194,636, lamwaiman1988,3,0.0001140338,0.0001624168,5.38731475734116E-005
6195,31, Nadia,3,0.0001140338,0,4.61570929471447E-005
6196,101, ivotron,0,0,0,0
6197,141, Ritwik G,4,7.60225E-005,0,4.45221970581495E-005
6198,101, mtone,0,7.60225E-005,0,4.45221970581495E-005
6199,11, Helena,1,7.60225E-005,0,4.43659071917218E-005
6200,101, JoeHobbit,0,0,8.120838E-005,0
6201,101, Nemoden,0,0,0,0
6202,101, arcresu,0,0,0,0
6203,101, Anindya Chatterjee,0,0,0,0
6204,688, renegade,41,0.0007602251,0.0009745006,0.000514696
6205,1, dragfyre,0,0,0,0
6206,113, Web_Designer,0,0,8.120838E-005,0
6208,101, einsteinx2,0,0,0,0
6209,1, Sadaharu KUSANO,0,0,0,0
6210,101, Natrium,0,0,0,0
6211,101, i.amniels,0,0,0,0
6212,1, Milan,0,0,0,0
6213,101, Dhruba Adhikari,0,0,0,0
6214,1, Greg Annandale,0,0,0,0
6215,101, metaforce,0,0,0,0
6216,11, Chrystal,1,7.60225E-005,0,4.71599231605477E-005
6217,1, ion,0,0,0,0
6218,11, Maarten,0,0,8.120838E-005,0
6219,101, C Earnest,0,0,0,0
6220,1, Brian Rainey,0,0,0,0
6221,101, Stephen M. Redd,0,0,0,0
6222,21, Geoff,2,7.60225E-005,0,0.000044056
6224,101, Siva,0,0,0,0
6225,26, Claira,1,7.60225E-005,0,4.77904731243207E-005
6226,11, Nick,1,7.60225E-005,0,5.16715509528991E-005
6227,1, silpol,0,0,0,0
6228,1, George,-3,7.60225E-005,0,5.33500605168471E-005
6229,101, trVoldemort,0,0,0,0
6230,101, freethinker,0,0,0,0
6231,422, hippietrail,5,0.0001140338,0.0001624168,4.61914740619459E-005
6232,123, Janis Peisenieks,0,0,8.120838E-005,0
6233,101, Ben,0,0,0,0
6234,1, Scott,0,0,0,0
6235,11, jules,1,7.60225E-005,0,4.85015348256479E-005
6236,101, DashK,0,0,0,0
6237,111, heyman,1,7.60225E-005,0,5.24751498417368E-005
6238,161, groovingandi,6,0.0002280675,0,0.0001841195
6239,155, Kirill,2,7.60225E-005,8.120838E-005,4.35947133096414E-005
6240,21, Wendy Johnson,0,0,8.120838E-005,0
6241,391, OpenID-test2,17,0.00060818,0.0008932922,0.0003162771
6242,101, UltraCommit,0,0,0,0
6243,1, N.J.,-4,7.60225E-005,0,4.45992368413794E-005
6244,1, Tyrick,0,0,0,0
6245,21, Harvey,2,7.60225E-005,0,0.0002076664
6246,148, Phira,0,0,8.120838E-005,0
6247,121, andrej,2,0.0001140338,0,4.68582376140993E-005
6248,101, Mikle,0,0,0,0
6249,101, William Jackson,0,0,0,0
6250,101, Rob P.,0,0,0,0
6251,101, powtac,0,0,0,0
6252,192, yydl,0,0,8.120838E-005,0
6253,11, Woody,1,7.60225E-005,0,0.000050284
6254,11, Rivki Locker,1,7.60225E-005,0,4.35652018807601E-005
6256,101, The Real Bill,0,0,0,0
6257,51, Zach,5,0.0001140338,0,5.04366625528969E-005
6258,278, Sergey Mikhanov,0,0,8.120838E-005,0
6259,101, Adrian,0,0.0001140338,0,5.04366625528969E-005
6260,179, basilard99,0,0,8.120838E-005,0
6262,101, adelarsq,0,0,0,0
6263,101, magma,0,0,0,0
6265,1, user6265,0,0,0,0
6266,101, Ben,0,0,0,0
6267,101, Laurent de Walick,0,0,0,0
6268,101, z7sg,0,0,0,0
6269,101, minder,0,0,0,0
6270,101, ManjotSingh,0,0,0,0
6272,1, milkmood,0,0,0,0
6273,101, Rodrigo,0,0,0,0
6274,101, CMP,0,0,0,0
6275,11, she sheila,1,7.60225E-005,0,4.98603812995625E-005
6276,131, AlanBarber,3,7.60225E-005,0,4.52030879052685E-005
6277,101, goovim,0,0,0,0
6278,101, Genadinik,0,0,0,0
6279,7252, Cos Callis,526,0.007222138,0.0075523793,0.0028749977
6280,1, badllama77,0,0,0,0
6281,101, andrewtweber,0,0,0,0
6282,358, Ken,0,0,8.120838E-005,0
6283,113, DocMax,0,0,8.120838E-005,0
6284,101, Alok,0,0,0,0
6285,1, Benjin,0,0,0,0
6286,101, Phelios,0,0,0,0
6287,118, Thom Blake,0,0,8.120838E-005,0
6288,149, sam,4,0.000152045,0,6.44848894717292E-005
6289,113, Adam Tuttle,0,0,8.120838E-005,0
6290,1, jeffkolez,0,0,0,0
6291,140, Peter Bailey,0,0,8.120838E-005,0
6292,283, Jon Ericson,13,0.000152045,0.0002436251,8.37353493055476E-005
6293,101, matto1990,0,0,0,0
6294,1, drusilla,0,0,0,0
6296,101, YeJiabin,0,0,0,0
6297,1, trema,0,0,0,0
6298,101, vitaly.v.ch,0,0,0,0
6299,101, samshull,0,0,0,0
6300,11, sPyke,1,7.60225E-005,0,5.38745460351872E-005
6301,101, Jean-Philippe Leclerc,0,0,0,0
6303,224, Christine Letts,8,0.000152045,0.0002436251,7.5100213306515E-005
6304,101, cordsen,0,0,0,0
6305,101, Thomas Ahle,0,0,0,0
6306,138, handsofaten,1,7.60225E-005,8.120838E-005,0.000046238
6307,121, mlissner,0,0,8.120838E-005,0
6308,1, Zak Linder,0,0,0,0
6309,101, Wesley Rice,0,0,0,0
6310,101, elwyn,0,0,0,0
6314,101, Joshua K,0,0,0,0
6315,150, Arie,0,0,8.120838E-005,0
6316,101, Eamon Nerbonne,0,0,0,0
6317,2985, Yamikuronue,142,0.0021286302,0.0025986682,0.000828611
6319,21, Chow,2,0.000152045,0,0.0001328419
6320,1263, chrisjlee,58,0.000456135,0.0004872503,0.0001031215
6321,251, J.T. Hurley,13,0.000152045,0.0001624168,6.6786687401535E-005
6322,101, Dongsheng Cai,0,0,0,0
6323,1, Graham A,0,0,0,0
6324,151, chris,0,0,8.120838E-005,0
6325,150, cmcculloh,0,0,8.120838E-005,0
6326,247, KennyPeanuts,4,0.0001140338,0.0001624168,6.29789318701771E-005
6327,151, codelegant,5,0.0001140338,0,6.67298200374601E-005
6328,125, Adam Wuerl,0,0,8.120838E-005,0
6329,113, Jeremy Mullin,0,0,8.120838E-005,0
6330,101, Andriy,0,0,0,0
6331,101, claws,0,0,0,0
6332,91, Patrick Haggood,5,7.60225E-005,0.0001624168,4.35697077280924E-005
6333,101, Philippe Lavoie,0,0,0,0
6334,11, Robert Key,1,7.60225E-005,0,4.50865216370335E-005
6335,168, Eri,0,0,8.120838E-005,0
6337,101, BertNase,0,0,0,0
6338,101, Sambatyon,0,0,0,0
6339,101, OrangeRind,0,0,0,0
6341,101, Peter Shor ,0,0,0,0
6342,101, tim_hutton,0,0,0,0
6343,1, Erik Kastman,0,0,0,0
6344,101, BennyMcBenBen,0,0,0,0
6345,13040, BobMcGee,897,0.0053595863,0.0064966707,0.0019678063
6346,211, Philippe,0,0,8.120838E-005,0
6347,1, Lyida,0,0,0,0
6349,101, dave,0,0,0,0
6350,101, Adam,0,0,0,0
6351,101, DJ Bouche,0,0,0,0
6352,101, ujjwalesri,0,0,0,0
6353,101, Kamiel Wanrooij,0,0,0,0
6354,11, Stassii Bali,1,7.60225E-005,0,4.87880858094789E-005
6355,101, Thiago Chaves,0,0,0,0
6357,101, colbeerhey,0,0,0,0
6359,111, Darwy,1,7.60225E-005,0,5.49361498803334E-005
6361,101, Cooper,0,0,0,0
6362,101, caribou,0,0,0,0
6363,101, devmatt,0,0,0,0
6364,101, Hydrangea,0,0,0,0
6365,244, Kati,21,0.00030409,0,0.0001739984
6366,16, Renee',0,0,8.120838E-005,0
6367,1, thechrisproject,0,0,0,0
6368,16, Vanessa Fuller,0,0,8.120838E-005,0
6369,101, dan04,0,0,0,0
6370,1, Fake,0,0,0,0
6371,101, Jonathan Hanson,0,0,0,0
6372,101, Flipper,0,0,0,0
6373,140, Friday,0,0,8.120838E-005,0
6374,1, user6374,0,0,0,0
6375,111, rec.thegeom,1,7.60225E-005,0,4.59087384195555E-005
6376,101, hd01,0,0,0,0
6377,1, antorsae,0,0,0,0
6378,1, H. den Breejen,0,0,0,0
6379,113, Umar Farooq Khawaja,0,0,8.120838E-005,0
6380,1, jason,0,0,0,0
6381,101, RobinJ,0,0,0,0
6382,11, ZaZa,1,7.60225E-005,0,4.56117329160421E-005
6383,111, TechieGurl,0,0,8.120838E-005,0
6384,181, Eric,8,7.60225E-005,0,4.3823149121774E-005
6385,101, dpmattingly,0,0,0,0
6387,121, Bill Cheatham,0,0,8.120838E-005,0
6388,1, Dave Wilson,0,0,0,0
6389,79, soneangel,6,0.0001140338,0,4.64105343408262E-005
6390,11, b05,0,7.60225E-005,0,4.47706593839087E-005
6391,101, Dulini Atapattu,0,0,0,0
6392,1, Mach Andy,0,0,0,0
6393,101, Ryan Kinal,0,0,0,0
6394,101, Ben Vitale,0,0,0,0
6395,302, Clay Nichols,3,0.000152045,0.0002436251,4.89355243241161E-005
6396,31, Murray,3,7.60225E-005,0,0.000045462
6397,101, Matthias,0,0,0,0
6398,101, Kieren Johnstone,0,0,0,0
6399,203, Jack B Nimble,0,0,8.120838E-005,0
6400,1, LuvLee.Leah,0,0,0,0
6401,1, Luke,0,0,0,0
6402,11, steve jones,0,0,8.120838E-005,0
6403,1, mjsmith28,0,0,0,0
6404,1, OpenID-test1,0,0,0,0
6405,101, Eng.Fouad,0,0,0,0
6406,101, Nate,0,0,0,0
6408,31, sarah,3,7.60225E-005,0,4.80436759191965E-005
6409,41, Johnny Mindlin,4,7.60225E-005,0,4.61154198884484E-005
6410,101, LueTm,0,7.60225E-005,0,5.12225038991036E-005
6411,101, dpatchery,0,0,0,0
6412,101, EnabledZombie,0,0,0,0
6413,101, Tony Arkles,0,0,0,0
6414,101, NevilleDNZ,0,0,0,0
6415,101, gravyface,0,0,0,0
6416,1, tdba.316,0,0,0,0
6418,101, Boris,0,0,0,0
6419,101, vulkanino,0,0,0,0
6420,101, Jerry Brady,0,0,0,0
6421,71, Glorytoad,7,0.000152045,0,5.13932533116489E-005
6422,101, discomurray,0,0,0,0
6423,101, Joehillen,0,0,0,0
6424,101, thedugas,0,0,0,0
6425,31, KB2480,3,7.60225E-005,0,5.49361498803334E-005
6426,101, Daniel,0,0,0,0
6427,101, Jeff,0,0,0,0
6428,111, SharkHugger,1,7.60225E-005,0,4.51109450374469E-005
6429,11, Michel Van Mellaerts,1,0.000152045,0,5.7448557605783E-005
6431,101, Andro Selva,0,0,0,0
6432,101, DanBig,0,0,0,0
6433,101, Mostlyharmless,0,0,0,0
6434,101, Soumya Simanta,0,0,0,0
6435,1, Avi,-4,7.60225E-005,0,5.76262672131715E-005
6436,136, agent-j,0,0,8.120838E-005,0
6437,101, Elliott,0,0,0,0
6439,21, Louisa,0,0,8.120838E-005,0
6440,101, Jonathon Wisnoski,0,0,0,0
6442,313, Kareen,11,0.0001140338,0.0002436251,7.5406768263028E-005
6443,11, Matt,0,0,8.120838E-005,0
6444,11, muddassar,0,0,8.120838E-005,0
6447,101, MisterSquonk,0,0,0,0
6448,101, ray247,0,0,0,0
6449,91, Amy Sellars,9,7.60225E-005,0,4.54035008409606E-005
6450,55, Beth Inderwiesche,3,7.60225E-005,0.0001624168,4.31652135082381E-005
6451,130, WAF,0,0,8.120838E-005,0
6452,165, Bill,0,0,8.120838E-005,0
6453,101, Predator,0,0,0,0
6454,11, Rachel,1,7.60225E-005,0,4.46256384681599E-005
6455,101, Jack Henahan,0,0,0,0
6456,1, kathleen larose,0,7.60225E-005,0,4.86529348640048E-005
6457,1, superdupersahil,0,0,0,0
6458,101, Casey Patton,0,0,8.120838E-005,0
6459,356, Bruce,19,0.00030409,0.0003248335,0.0001278125
6461,59, c3peat,2,0.000152045,0.0002436251,5.82133848570006E-005
6462,101, PsyCoder,0,0,0,0
6463,101, Mark S.,0,0,0,0
6464,166, Shauna,4,7.60225E-005,0.0001624168,5.94638031357278E-005
6465,61, Heather,6,7.60225E-005,0,4.59087384195555E-005
6466,101, 108ium,0,0,0,0
6467,101, nybbles,0,0,0,0
6468,175, user712092,0,7.60225E-005,8.120838E-005,4.98603812995625E-005
6469,21, Kathryn,2,7.60225E-005,0,4.45992368413794E-005
6470,1, Samrat,0,0,0,0
6471,1, 4v4l0n42,0,0,0,0
6472,101, pir abdul wakeel,0,0,0,0
6473,23, ChefRobaire,0,0,8.120838E-005,0
6474,101, MockerTim,0,0,0,0
6475,151, zellio,5,7.60225E-005,0,4.86529348640048E-005
6476,101, Ryan Miller,0,0,0,0
6477,101, Edward Thomson,0,0,0,0
6479,246, C.Trauma,13,0.0001140338,0,6.93751650884055E-005
6480,101, nocash,0,0,0,0
6482,101, Austin Mills,0,0,0,0
6483,11, free,0,0,8.120838E-005,0
6484,1, Subhani,0,0,0,0
6487,101, rsgoheen,0,0,0,0
6490,101, flori,0,0,0,0
6492,1, donkz,0,0,0,0
6493,1, ScottEdwards2000,0,0,0,0
6494,155,130490868091234,0,0,8.120838E-005,0
6495,101, jwd,0,0,0,0
6496,101, Jason,0,0,0,0
6497,44, Austen,0,0,8.120838E-005,0
6498,939, Flimzy,41,0.0004181238,0.0008120838,9.39226826822375E-005
6499,561, AtlasRN,21,0.0009502813,0.0011369174,0.0002984509
6500,101, Sourav,0,0,0,0
6501,1, Dr. Oren Ben-Israel,0,7.60225E-005,0,6.54324068890982E-005
6502,101, Justin,0,0,0,0
6503,101, jcao219,0,0,0,0
6504,1, cizer,0,0,0,0
6505,101, quasistoic,0,0,0,0
6506,31, Stephanie,3,7.60225E-005,0,5.70029304076082E-005
6508,6, rene,0,0,8.120838E-005,0
6509,133, voithos,0,0,8.120838E-005,0
6510,101, Andy,0,7.60225E-005,0,4.74357983980049E-005
6511,101, Heath,0,0,0,0
6512,358, thursdaysgeek,22,0.00060818,0.0008932922,0.0001779017
6513,101, j.w.r,0,0,0,0
6514,101, JoÃƒÂ£o Vieira,0,0,0,0
6515,31, Amanda Bailey,3,7.60225E-005,0,6.22668957146216E-005
6516,1, Michael,0,0,0,0
6517,101, Raj A.N.T. Gounder,0,0,0,0
6518,101, Ramkumar,0,0,0,0
6519,101, Massimo,0,0,0,0
6520,64, Kim,0,0,8.120838E-005,0
6521,21, user798916,0,0,8.120838E-005,0
6522,101, Michael Blaustein,0,0,0,0
6523,101, Negative,0,0,0,0
6524,168, mhttk,0,0,8.120838E-005,0
6525,101, smentek,0,0,0,0
6526,101, Lambdageek,0,0,0,0
6527,101, Joe,0,0,0,0
6528,1, susanna,0,0,0,0
6529,101, Kevin Horvath,0,0,0,0
6530,11, Colleen,1,7.60225E-005,0,4.46256384681599E-005
6531,2777, nico,201,0.0017105063,0.0015429592,0.000666174
6532,121, joeshmo,2,0.0001140338,0,5.00280921708701E-005
6533,31, chupvl,0,0.0001140338,8.120838E-005,5.89162295662454E-005
