Id,SE,Label,Weighted In-Degree,Authority,Hub,PageRank
1857,101, masukomi,0,0,0,0
1858,109, jrpz,9,0.0001631055,0.0001770538,0.0001227818
1859,209, edgaralgernon,10,0.0007339749,0,0.0003189903
1860,101, markijbema,0,0,0,0
1861,101, alord1689,0,0,0,0
1862,101, Paul Whitehurst,0,0,0,0
1863,101, Ryan Miller,0,0,0,0
1865,104, George,0,0,0.0001770538,0
1866,101, Corey Porter,0,0,0,0
1867,101, Luke Girvin,0,0,0,0
1868,101, Richard Ev,0,0,0,0
1869,1, jirah,0,0,0,0
1870,1, Glenn S,0,0,0,0
1871,41, Adriana,4,0.0001631055,0,0.0001441555
1872,101, John Ferguson,0,0,0,0
1873,49, Cruftbox,5,0.0004077638,0,0.0002826065
1874,101, Vidur Murali,0,0,0,0
1877,16, bknoll,0,0,0.0001770538,0
1878,146, Craig Nicholson,13,0.0001631055,0,9.4300168065618E-005
1879,6, denialtwistcyclist,0,0,0.0001770538,0
1880,141, Riviera,4,0.0001631055,0,8.87366419204211E-005
1881,101, John Wagenleitner,0,0,0,0
1882,111, Leo,0,0,0.0001770538,0
1883,1, Satpal,0,0,0,0
1884,101, wweicker,0,0,0,0
1885,1, Alex,0,0,0,0
1886,101, cspolton,0,0,0,0
1887,1, ssvinarenko,0,0,0,0
1888,71, Matt,7,0.0001631055,0,9.62552902236881E-005
1889,1, Ross Vernal,0,0,0,0
1890,16, Sam,0,0,0.0001770538,0
1891,101, Roy Tinker,0,0.0001631055,0,0.000095784
1892,101, Steve Fallows,0,0,0,0
1893,101, Buggabill,0,0,0,0
1894,1, Trey Piepmeier,0,0,0,0
1895,101, toopay,0,0,0,0
1896,1309, trailmax,76,0.002446583,0,0.000801516
1897,101, Carl Russmann,0,0,0,0
1898,1, Syed,0,0,0,0
1899,101, Evan,0,0,0,0
1900,101, Sam C,0,0,0,0
1901,101, Fred Nurk,0,0,0,0
1902,101, andyuk,0,0,0,0
1903,101, si618,0,0,0,0
1904,101, jbdavid,0,0,0,0
1907,101, Jason Weathered,0,0,0,0
1908,101, Tony_Henrich,0,0,0,0
1909,1, Arnaudin,0,0,0,0
1910,41, Chris,4,0.0001631055,0,9.10451226790256E-005
1911,311, Garrett Serack,21,0.0001631055,0,9.10451226790256E-005
1912,161, Andy S,6,0.0001631055,0,9.10451226790256E-005
1913,61, james,6,0.0001631055,0,9.80335455721839E-005
1914,228, Adam Eberbach,4,0.0003262111,0.0007082153,0.0001848526
1915,81, Jamescgray,8,0.0001631055,0,9.10451226790256E-005
1916,161, Mr Shark,6,0.0001631055,0,9.10451226790256E-005
1917,101, MaKo,0,0,0,0
1918,1, Larry,0,0.0001631055,0,9.80925337214315E-005
1919,101, aussiegeek,0,0,0,0
1920,81, Jon Mead,8,0.0001631055,0,9.10451226790256E-005
1921,150, Saariko,0,0,0.0001770538,0
1922,221, Kate Gregory,12,0.0001631055,0,9.10451226790256E-005
1923,101, John Siracusa,0,0,0,0
1924,146, Ali,0,0,0.0001770538,0
1925,161, Chris,16,0.0001631055,0,9.10451226790256E-005
1926,101, Boris,0,0,0,0
1927,1, Geoff Weinhold,0,0,0,0
1928,288, Bryant,13,0.0004077638,0.0007082153,0.0002915776
1929,101, johnny,0,0,0,0
1930,101, Bill,0,0,0,0
1931,101, LarsTech,0,0,0,0
1932,101, MisterSquonk,0,0,0,0
1933,101, Harley,0,0,0,0
1935,101, dark fader,0,0,0,0
1936,101, harschware,0,0,0,0
1937,31, KentB,1,0.0001631055,0.0003541076,0.000109688
1938,101, Phil,0,0,0,0
1939,178, silpol,15,0.0002446583,0.0003541076,9.6074555298846E-005
1940,101, Matt Weldon,0,0,0,0
1941,101, Rasmus Faber,0,0,0,0
1943,1, fernio,0,0,0,0
1944,1017, memnoch_proxy,67,0.0022019246,0.0026558074,0.0005556081
1945,101, Jon Erickson,0,0,0,0
1946,101, Patrick,0,0,0,0
1947,151, Eric Silva,15,0.0001631055,0,0.0001274555
1948,101, naunu,0,0,0,0
1949,101, Jujhar Singh,0,0,0,0
1950,148, Kai Inkinen,0,0,0.0001770538,0
1951,1, Patrick Beesley,0,0,0,0
1952,113, Mark Robinson,0,0,0.0001770538,0
1953,111, Jeff Bloom,1,0.0001631055,0,9.61492143879404E-005
1954,103, Jim Puls,0,0,0,0
1955,1, Paul,0,0,0,0
1956,1, Dennis,0,0,0,0
1958,101, Ed Chapel,0,0,0,0
1959,118, goober,0,0,0.0001770538,0
1960,101, Karl Nicoll,0,0,0,0
1961,101, jtyost2,0,0,0,0
1962,170, runxc1 Bret Ferrier,0,0,0.0001770538,0
1963,1, Matt Terski,0,0,0,0
1964,76, Jeremy,0,0,0.0001770538,0
1965,101, casademora,0,0,0,0
1966,101, Robert Harvey,0,0,0,0
1967,101, Michael Mrozek,0,0,0,0
1968,101, Swizec Teller,0,0,0,0
1969,101, Mike Christiansen,0,0,0,0
1970,101, lomaxx,0,0,0,0
1971,101, Justin King,0,0,0,0
1972,101, Chet,0,0,0,0
1973,101, Matt Miller,0,0,0,0
1974,128, Darko Z,0,0,0.0001770538,0
1975,11, mazonowicz,1,0.0001631055,0,0.0001120238
1976,101, mvark,0,0,0,0
1977,1, Dave X,0,0,0,0
1978,111, spacemonkeys,1,0.0001631055,0,0.0001159066
1979,101, Stuart,0,0,0,0
1980,101, ManWithSleeve,0,0,0,0
1981,101, Edric,0,0,0,0
1982,101, Emre Yazıcı,0,0,0,0
1983,28, Sascha Noyes,0,0,0.0001770538,0
1984,101, Mircea Nistor,0,0,0,0
1985,145, Luke Halliwell,0,0,0.0001770538,0
1986,101, George Claghorn,0,0,0,0
1987,101, gsharp,0,0,0,0
1988,101, Martín Marconcini,0,0,0,0
1989,1, MikeBev,0,0,0,0
1990,1, risantanis,0,0,0,0
1992,101, Asgeir S. Nilsen,0,0,0,0
1993,101, Rojzik,0,0,0,0
1994,1, Mark Davidson,0,0,0,0
1995,101, tgrosinger,0,0,0,0
1996,101, BennyMcBenBen,0,0,0,0
1998,2968, Angelo,206,0.0064426684,0,0.0016930064
1999,101, erik,0,0,0,0
2000,179, tooshel,0,0,0.0001770538,0
2001,724, Mark Stosberg,66,0.001712608,0,0.0017161078
2002,101, Ken,0,0,0,0
2003,101, Scott Ferguson,0,0,0,0
2004,118, Timothy Michael,0,0,0.0001770538,0
2005,230, leora,0,0,0.0001770538,0
2006,101, Sean Vieira,0,0,0,0
2008,101, snicker,0,0,0,0
2009,101, John Ripley,0,0,0,0
2010,101, pfctdayelise,1,0.0002446583,0,0.0002013742
2011,101, Schalk Versteeg,0,0,0,0
2012,101, SteveL,0,0,0,0
2013,101, Muaz Khan,0,0,0,0
2014,1, bibinou,0,0,0,0
2015,101, Ates Goral,0,0,0,0
2016,101, Judy,0,0,0,0
2017,101, Luís Oliveira,0,0,0,0
2018,1, yannick,0,0,0,0
2019,101, kurczak,0,0,0,0
2020,101, Stimy,0,0,0,0
2021,101, Wesley,0,0,0,0
2022,1, jufemaiz,0,0,0,0
2024,1, Alex Farran,0,0,0,0
2025,145, J.S.,1,0.0001631055,0.0003541076,0.0001202271
2026,101, Grace Note,0,0,0,0
2027,224, Walter,9,0.0002446583,0.0005311615,0.0001469623
2030,101, Richard Morgan,0,0,0,0
2031,101, Sean Lynch,0,0,0,0
2032,1, Eddie O,0,0.0001631055,0,9.53173697489281E-005
2033,101, Marc,0,0,0,0
2034,101, andypaxo,0,0,0,0
2035,101, daefu,0,0,0,0
2036,1, Artem Pervin,0,0,0,0
2037,101, Andrew Spott,0,0,0,0
2038,101, pyasi,0,0,0,0
2039,101, Vadim,0,0,0,0
2040,101, SqlACID,0,0,0,0
2041,108, Sriram,0,0,0.0001770538,0
2042,101, abatishchev,0,0,0,0
2043,101, munish,0,0,0,0
2044,1, Rodney L.,0,0,0,0
2045,61, chris,6,0.0001631055,0,0.0001227818
2046,1, spayz,0,0,0,0
2047,101, Benjamin Chambers,0,0,0,0
2048,101, CarolinaJay65,0,0,0,0
2049,101, Mike Renfro,0,0,0,0
2050,140, fbo,1,0.0001631055,0.0003541076,0.0001098332
2051,1, Down2bShiftrs4Ever,0,0,0,0
2052,101, therefromhere,0,0,0,0
2053,1, Brett B,0,0,0,0
2054,1, Shawn Y,0,0,0,0
2055,101, Kjensen,0,0,0,0
2056,101, just_name,0,0,0,0
2057,98, Mikle,0,0,0.0001770538,0
2058,101, Ross,0,0,0,0
2060,101, krisdigitx,0,0,0,0
2061,1, andrewsardone,0,0,0,0
2062,101, nik,0,0,0,0
2063,111, petert,1,0.0001631055,0,9.51952656095336E-005
2064,101, Jinbom Heo,0,0,0,0
2065,1, okGood,0,0,0,0
2066,188, Phil Johnstone,10,0.0006524221,0.0007082153,0.000183535
2067,101, Daniil Bystrukhin,0,0,0,0
2068,101, jumbo,0,0,0,0
2069,101, Syzygy,0,0,0,0
2070,101, Chris Huseman,0,0,0,0
2071,101, djhaskin987,0,0,0,0
2073,101, Ostemar,0,0,0,0
2074,101, Evan Kroske,0,0,0,0
2075,101, Mickey Slater,0,0,0,0
2077,2036, Rory Alsop,163,0.0036698745,0.004957507,0.0021859783
2078,97, Jongsma,-2,0.0001631055,0,8.84236447956524E-005
2079,101, recursive,0,0,0,0
2080,101, utku.zih,0,0,0,0
2081,101, Manzabar,0,0,0,0
2082,101, Anders Rask,0,0,0,0
2083,101, Ross,0,0,0,0
2084,101, Nick Knowlson,0,0,0,0
2085,101, Steve K.,0,0,0,0
2086,101, Brett White,0,0,0,0
2087,101, Keith Maurino,0,0,0,0
2088,1, Alice,0,0,0,0
2089,101, berberich,0,0,0,0
2090,101, GreenKiwi,0,0.0001631055,0,0.0001121635
2091,101, I. J. Kennedy,0,0,0,0
2092,101, crewbum,0,0,0,0
2093,274, amp,0,0,0.0001770538,0
2095,101, Tim Murphy,0,0,0,0
2096,131, fwgx,0,0,0.0001770538,0
2097,1, Rob Parker,0,0,0,0
2098,10, Alexander,0,0,0.0001770538,0
2099,101, Abby T. Miller,0,0,0,0
2100,1, Glen Aultman-Bettridge,0,0,0,0
2101,1, cowboykillr,0,0.0001631055,0,8.84236447956524E-005
2102,639, xpda,34,0.0009786332,0.001062323,0.0002510889
2103,101, Quinn Culver,0,0.0002446583,0,8.8893844530269E-005
2104,101, anthonyg,0,0,0,0
2105,151, Malachi,0,0.0001631055,0.0003541076,9.25894829914023E-005
2106,101, aniri,0,0,0,0
2107,111, Shagglez,0,0,0.0001770538,0
2108,132, StasK,0,0,0.0001770538,0
2109,101, Somantra,0,0,0,0
2110,23, Everette Mills,0,0,0.0001770538,0
2111,101, George Gaál,0,0,0,0
2112,1, Tara Beattie,0,0,0,0
2113,101, davorp,0,0,0,0
2114,101, Michal Sznajder,0,0,0,0
2115,101, scribu,0,0,0,0
2116,1, Noghbaudie,0,0,0,0
2117,101, efalconer,0,0,0,0
2118,151, Mitch,5,0.0002446583,0,0.000106336
2119,1, M. Ellis,0,0,0,0
2120,101, Martin Schröder,0,0,0,0
2121,101, рхдю,0,0,0,0
2122,101, canadiancreed,0,0,0,0
2123,21, Jim Fred,0,0.0001631055,0.0001770538,9.66252004846126E-005
2124,138, Gazzer,0,0.0001631055,0.0003541076,0.0001591999
2125,20, CEMcFarland,0,0,0.0001770538,0
2126,1, Jwoodbridge,0,0,0,0
2127,101, Unk,0,0,0,0
2128,101, Lee,0,0,0,0
2130,101, Nicholas,0,0,0,0
2131,148, DanBeale,0,0.0001631055,0.0003541076,9.68262785267861E-005
2132,138, jamesj,0,0,0.0001770538,0
2136,1, mporczak,0,0,0,0
2137,101, Chris,0,0,0,0
2138,101, itj,0,0,0,0
2139,1, user4618,0,0,0,0
2140,101, golergka,0,0,0,0
2141,101, garconcn,0,0,0,0
2142,101, P-A,0,0,0,0
2144,1, smammut,0,0.0001631055,0,8.97765795736103E-005
2145,101, William Macdonald,0,0,0,0
2146,301, greenoldman,8,0.0003262111,0.0005311615,0.0001158238
2147,1, cndv,0,0,0,0
2148,1063, Jason S,60,0.0016310553,0.001947592,0.0005821594
2149,101, epotter,0,0,0,0
2150,101, Recc,0,0,0,0
2151,153, devth,2,0.0001631055,0.0003541076,0.0001003836
2152,1631, Adam Rice,126,0.003425216,0,0.0020352253
2155,1, Sebas,0,0,0,0
2156,1, Jeffrey Breen,0,0,0,0
2157,21, fixedgod,2,0.0002446583,0,0.0001105754
2158,14, David Nelson,0,0,0.0001770538,0
2159,1, Mark Ott,0,0,0,0
2160,1, Bryan Powell,0,0,0,0
2161,101, Sairam,0,0,0,0
2162,101, Xophmeister,0,0,0,0
2163,101, Daniel DiPaolo,0,0,0,0
2164,101, Marplesoft,0,0,0,0
2165,101, Gustavo Carreno,0,0,0,0
2166,101, Portree Kid,0,0,0,0
2167,21, zanf,2,0.0001631055,0,0.0001144562
2168,101, Manuel Leduc,0,0,0,0
2169,166, theycallmemorty,0,0,0.0001770538,0
2170,101, Steeven,0,0,0,0
2171,101, pitpod,0,0,0,0
2172,1, Serge,0,0,0,0
2173,101, stanigator,0,0,0,0
2174,110, Keefer,0,0,0.0001770538,0
2175,11, CrazyGnome,1,0.0001631055,0,8.93257385856458E-005
2176,148, Alec,2,0.0001631055,0.0003541076,0.0001241195
2177,2654, Jahaziel,211,0.005137824,0,0.0011981829
2178,101, Chad Braun-Duin,0,0,0,0
2179,101, Regmi,0,0,0,0
2180,101, Mahnax,0,0,0,0
2182,101, Taneli Waltari,0,0,0,0
2183,200, tofarr,0,0,0.0001770538,0
2184,101, ssg,0,0,0,0
2185,101, M. Tibbits,0,0,0,0
2186,101, mzuba,0,0,0,0
2187,101, octosquidopus,0,0,0,0
2188,101, Please Delete This Account,0,0,0,0
2189,101, Kjuly,0,0,0,0
2190,101, Alan Rogers,0,0,0,0
2191,31, Kiran,3,0.0002446583,0,0.000092581
2192,9, mikes,0,0.0001631055,0,9.62552902236881E-005
2193,1, Blake,0,0,0,0
2194,101, jtbandes,0,0,0,0
2195,4357, R. Chung,328,0.0030174523,0,0.0017405218
2196,11, Momoko,1,0.0001631055,0,0.0001119002
2197,1, user2197,0,0,0,0
2199,101, highlycaffeinated,0,0,0,0
2201,41, user2201,2,0.0001631055,0.0001770538,9.13938775418747E-005
2202,101, skolima,0,0,0,0
2203,101, AAT,0,0,0,0
2204,101, ZJR,0,0,0,0
2205,101, Alex Miller,0,0,0,0
2206,101, nayish,0,0,0,0
2207,101, edoloughlin,0,0,0,0
2208,101, Dongsheng Cai,0,0,0,0
2209,103, Dave,0,0,0,0
2210,1, ichabod,0,0,0,0
2211,101, Marco Ceppi,0,0,0,0
2212,233, Rob Lund,10,0.0001631055,0.0003541076,8.93099287852143E-005
2213,161, r00fus,0,0,0.0001770538,0
2214,101, Pascal Qyy,0,0,0,0
2215,101, espenhogbakk,0,0,0,0
2216,21, user2216,2,0.0001631055,0,9.34864067189699E-005
2217,101, Jorge,0,0,0,0
2218,1, Henry Troup,0,0,0,0
2219,36, Steve,2,0.0001631055,0,0.0001568538
2220,91, Don Graziano,9,0.0007339749,0,0.0003238082
2221,103, Derek,0,0,0,0
2222,71, user7179,0,0,0.0001770538,0
2223,135, Matt,0,0,0.0001770538,0
2224,101, Marius,0,0,0,0
2225,101, HappyCodeMonkey,0,0,0,0
2226,101, hippietrail,0,0,0,0
2227,101, Kris Harper,0,0,0,0
2228,101, CMinus,0,0,0,0
2229,1, anicake,0,0,0,0
2230,17, mikes,0,0.0001631055,0,9.34864067189699E-005
2231,101, niko,0,0,0,0
2232,101, Ax01,0,0,0,0
2233,110, David,0,0,0.0001770538,0
2235,101, Mitch Lindgren,0,0,0,0
2237,67, mark,0,0,0.0001770538,0
2238,6, philip,0,0,0.0001770538,0
2239,101, Kurtosis,0,0,0,0
2240,118, cagcowboy,0,0,0.0001770538,0
2241,101, dlev,0,0,0,0
2242,11, ksambrook,1,0.0002446583,0,0.0001286374
2243,143, Dan,0,0,0.0001770538,0
2244,101, Jürgen A. Erhard,0,0,0,0
2245,101, Alex,0,0,0,0
2246,21, HonestRon,2,0.0001631055,0,9.32931510435303E-005
2247,101, gabr,0,0,0,0
2248,101, Sparafusile,0,0,0,0
2249,1, MisuVir,0,0,0,0
2250,11, mscantland,0,0.0001631055,0,0.0001190868
2251,101, Trezoid,0,0.0001631055,0,0.0001042246
2252,101, Nathan Koop,0,0,0,0
2254,101, Jed,0,0,0,0
2255,121, Sergej Andrejev,0,0,0.0001770538,0
2256,1, lambdabass,0,0,0,0
2258,1, damx,0,0,0,0
2259,149, thomas,4,0.0002446583,0,0.000256387
2260,101, Stew,0,0,0,0
2261,173, Vinko Vrsalovic,0,0,0.0001770538,0
2262,111, Peter Baer,0,0,0.0001770538,0
2263,8, Sarrus25,0,0,0.0001770538,0
2264,1, Jamie McIlroy,0,0,0,0
2265,41, Earl,4,0.0004077638,0,0.0001537149
2266,101, Randy Coulman,0,0,0,0
2267,1, Adrian,0,0,0,0
2268,101, Igor Pavelek,0,0,0,0
2269,101, David Neale,0,0,0,0
2270,101, Grhm,0,0,0,0
2271,1, Brandon,0,0,0,0
2272,61, Dean Ames,0,0,0.0001770538,0
2273,1, pinpinokio,0,0,0,0
2274,101, Dan,0,0,0,0
2275,148, Steve Wortham,3,0.0001631055,0.0003541076,0.0001094129
2276,1, Adam,0,0,0,0
2277,101, Crazydog,0,0,0,0
2278,21, barry devenney,2,0.0001631055,0,0.0001120576
2279,201, Skizz,10,0.0002446583,0,0.0002218559
2280,101, Stevo3000,0,0,0,0
2281,1, bengusty,0,0,0,0
2282,101, thomasnguyencom,0,0,0,0
2283,101, sebastian_k,0,0,0,0
2284,113, joeshmo,0,0,0.0001770538,0
2285,101, user7044,0,0,0,0
2286,141, Karl Katzke,4,0.0001631055,0,0.0001014073
2287,1, bloodzomboid,0,0,0,0
2288,136, Larry Gritz,0,0,0.0001770538,0
2289,31, Thomas Vérin,3,0.0001631055,0,0.0001044722
2290,1, akakjs,0,0,0,0
2291,8, Steve,0,0,0.0001770538,0
2292,101, Tim,0,0,0,0
2293,46, Rob Duddington,3,0.0004077638,0,0.0001435222
2294,190, Seth,9,0.0001631055,0,9.4300168065618E-005
2295,133, Cody.Stewart,0,0,0.0001770538,0
2296,320, Agos,0,0,0.0001770538,0
2297,101, Andy Gaskell,0,0,0,0
2298,118, TheBlueSky,0,0,0.0001770538,0
2299,1, Nako,0,0,0,0
2300,101, GBegen,0,0,0,0
2302,665, Ward,40,0.0015495025,0.001947592,0.0005417163
2303,101, Cory Klein,0,0,0,0
2304,45, teeber,2,0.0003262111,0.0003541076,0.0001256352
2305,101, Mikael Auno,0,0,0,0
2306,101, Basil,0,0,0,0
2307,101, Blair Zajac,0,0,0,0
2308,137, WilliamKF,0,0,0.0001770538,0
2309,1, todun,0,0,0,0
2310,101, Jeremiah,0,0,0,0
2311,1, valec,0,0,0,0
2312,101, Hanno Fietz,0,0,0,0
2313,101, user37078,0,0,0,0
2314,128, jela,0,0,0.0001770538,0
2315,172, chepukha,0,0,0.0001770538,0
2316,11, Bill,0,0,0.0001770538,0
2317,104, Hoang Pham,0,0,0.0001770538,0
2319,101, Alpine,0,0,0,0
2320,101, Lokesh Dhakar,0,0,0,0
2321,1, jabits,0,0,0,0
2322,101, outis,0,0,0,0
2323,101, Alastair Pitts,0,0,0,0
2324,101, Alex Humphrey,0,0,0,0
2325,1, tom,0,0,0,0
2327,106, Mark0978,0,0,0.0001770538,0
2329,1, marsanvi,0,0,0,0
2330,101, vietean,0,0,0,0
2331,119, daviesgeek,0,0,0,0
2332,57, Doug,4,0.0004077638,0,0.0002297677
2333,101, Filipe Costa,0,0,0,0
2334,802, rally25rs,54,0.0016310553,0.0028328612,0.0015432915
2335,26, confusedanddazedq,0,0,0.0001770538,0
2336,41, JimD,4,0.0001631055,0,8.98244806590534E-005
2337,1, plainspace,0,0,0,0
2338,101, ram,0,0,0,0
2339,1, user856408,0,0,0,0
2340,101, MarkR,0,0,0,0
2341,101, haste,0,0,0,0
2342,101, Konerak,0,0,0,0
2343,1, David Neeck,0,0,0,0
2344,101, Valentin Radu,0,0,0,0
2345,101, Candide,0,0,0,0
2346,101, Jasper Kennis,0,0,0,0
2347,101, Carles Company,0,0,0,0
2348,121, badbod99,2,0.0001631055,0,9.68262785267861E-005
2349,1, dipdapdop,0,0,0,0
2350,101, Goran Obradovic,0,0,0,0
2351,101, oɔɯǝɹ,0,0,0,0
2352,101, pb01,0,0,0,0
2353,393, thiton,18,0.0005708694,0.0008852691,0.0001621243
2354,101, Jennifer S,0,0,0,0
2355,12804, heltonbiker,777,0.01655521,0.018944759,0.008733189
2356,101, Roman Snitko,0,0,0,0
2357,547, Jakobud,8,0.0004893166,0.001062323,0.0001366851
2358,1817, cmannett85,109,0.003099005,0.0054886686,0.0021068841
2359,131, kekekela,3,0.0001631055,0,9.4300168065618E-005
2360,161, Shawn,5,0.0003262111,0.0003541076,0.0001174895
2361,1, illeyezur,0,0,0,0
2362,884, lawndartcatcher,57,0.0017941608,0.0023016997,0.0007461736
2363,111, Tomas,1,0.0001631055,0,9.34864067189699E-005
2364,101, Mark Seemann,0,0,0,0
2365,101, Random832,0,0,0,0
2366,101, Ryanmt,0,0,0,0
2367,101, Stephen B. Burris Jr.,0,0,0,0
2368,116, Isaac Moses,0,0,0.0001770538,0
2369,101, BZ01,0,0,0,0
2370,316, James Moore,20,0.0009786332,0,0.0005189761
2371,101, Dalker,0,0,0,0
2372,101, Shizam,0,0,0,0
2373,101, mbp,0,0,0,0
2374,101, Amber,0,0,0,0
2375,115, sorenkrabbe,0,0,0.0001770538,0
2376,1, Ernie,0,0,0,0
2377,101, Alistair77,0,0,0,0
2378,101, Noam N. Kremen,0,0,0,0
2379,101, Steffen,0,0,0,0
2380,19, Michael,1,0.0001631055,0,8.98244806590534E-005
2381,198, Mohsen,0,0,0.0001770538,0
2382,101, drstevens,2,0.0001631055,0,8.72733185531425E-005
2383,101, lemonginger,0,0,0,0
2384,101, Harsha M V,0,0,0,0
2386,101, mkb,0,0,0,0
2388,128, SmallClanger,0,0,0.0001770538,0
2389,101, Nathan Long,0,0,0,0
2390,101, Christopher,0,0,0,0
2391,101, bpanulla,0,0,0,0
2392,101, Adam Marshall,0,0,0,0
2393,61, Gordon Laqua,6,0.0002446583,0,0.0001041197
2394,1, Icky,0,0,0,0
2395,1, JayGlynn,0,0,0,0
2396,424, anton2g,7,0.0003262111,0.0005311615,0.0001110832
2397,116, Cowboy_X,0,0,0.0001770538,0
2398,101, dgw,0,0,0,0
2399,1, Raj,0,0,0,0
2400,101, fish,0,0,0,0
2401,1, chrisst,0,0,0,0
2402,101, Paŭlo Ebermann,0,0,0,0
2403,101, smashtastic,0,0,0.0001770538,0
2404,21, tom,0,0,0.0001770538,0
2405,113, makdad,0,0,0.0001770538,0
2406,101, Owen,0,0,0,0
2407,178, Vass,0,0,0.0001770538,0
2408,101, sassyboy,0,0,0,0
2409,101, Aligned,0,0,0,0
2411,101, Eric U.,0,0,0,0
2412,101, Eelvex,0,0,0,0
2413,58, matthewsteele,0,0,0.0001770538,0
2414,101, Martin Clarke,0,0,0,0
2415,101, crftr,0,0,0,0
2416,101, Robert Gowland,0,0,0,0
2417,101, Karl Bartel,0,0,0,0
2418,106, Dave Cross,9,0.0003262111,0,0.0006330398
2419,210, mugetsu,0,0,0.0001770538,0
2420,1, rouge8,0,0,0,0
2421,1, GleanerGirl,0,0,0,0
2422,11, pete,1,0.0001631055,0,0.0001227818
2423,101, jayarjo,0,0,0,0
2424,103, Laura,0,0,0,0
2425,1, Pullie,0,0,0,0
2427,1, Muthu Ganapathy Nathan,0,0,0,0
2428,101, Max Rose-Collins,0,0,0,0
2429,31, mikes,3,0.0001631055,0,0.0001591999
2430,1, ted teng,0,0,0,0
2431,1, Peter Yeremenko,0,0,0,0
2432,101, oezi,0,0,0,0
2433,101, harriyott,0,0,0,0
2434,101, thunderstorm,0,0,0,0
2435,176, user194076,0,0,0.0001770538,0
2436,11, Mr Rowing,1,0.0001631055,0,0.0001144562
2437,201, Hemm,10,0.0001631055,0,9.4300168065618E-005
2438,138, Jeff,0,0,0.0001770538,0
2439,101, Andy,0,0,0,0
2440,51, John Nye,5,0.0001631055,0,0.0001016501
2441,101, scraimer,0,0,0,0
2442,166, Ernie,5,0.0004893166,0,0.00031966
2443,1, sudonim,0,0,0,0
2444,101, Tchami,0,0,0,0
2446,1, Andrew Forbes,10,0.0001631055,0,8.86058072303297E-005
2447,101, yydl,0,0,0,0
2448,101, Handleman,0,0,0,0
2449,348, nick g,17,0.0008970804,0.001062323,0.0002350746
2450,1, Amir Latif,0,0,0,0
2451,101, Sonorx,0,0,0,0
2452,81, mikes,8,0.0003262111,0,0.0001450973
2454,101, MathiasWestin,0,0,0,0
2455,101, chris hough,0,0,0,0
2456,176, Jeremy,6,0.0001631055,0,9.48685965761438E-005
2457,101, harrylove,0,0,0,0
2458,1, xdc,0,0,0,0
2459,93, user507371,2,0.0001631055,0.0003541076,8.93099287852143E-005
2460,509, xiaohouzi79,0,0,0.0001770538,0
2462,101, LukeN,0,0,0,0
2463,101, ryan_s,0,0,0,0
2467,101, Chris Burt-Brown,0,0,0,0
2468,101, Paul T Davies,0,0,0,0
2469,186, MisterPhilip,7,0.0002446583,0,0.0001111302
2470,1, Hoang Bien,0,0,0,0
2471,1, Madhusudan.C.S,0,0,0,0
2472,101, Andrew Threadgill,0,0,0,0
2473,101, Kenny,0,0,0,0
2474,101, broschb,0,0,0,0
2475,1, Dan,0,0,0,0
2476,456, johannes,21,0.0008970804,0.0012393767,0.0002159833
2477,101, Anson,0,0,0,0
2478,1, Joel He,0,0,0,0
2479,101, smonff,0,0,0,0
2480,101, Tim Hennekey,0,0,0,0
2481,33, dannyman,6,0.0002446583,0,0.0001161368
2482,131, user375251,3,0.0001631055,0,0.000098781
2483,123, user784637,0,0,0.0001770538,0
2484,101, slurmomatic,0,0,0,0
2485,101, NomadAlien,0,0,0,0
2487,1, Mike,0,0,0,0
2488,101, Pwninstein,0,0,0,0
2489,21, spongefile,0,0,0.0001770538,0
2490,101, ivant,0,0,0,0
2492,101, bittersweetryan,0,0,0,0
2493,101, cisellis,0,0,0,0
2494,101, sri,0,0,0,0
2495,109, user357320,0,0,0.0001770538,0
2496,1, RichardB,0,0,0,0
2497,101, onur güngör,0,0,0,0
2498,101, Flyhard,0,0,0,0
2499,101, qnm,0,0,0,0
2500,101, H_7,0,0,0,0
2502,101, Matthew Ruston,0,0,0,0
2503,101, Seth Rogers,0,0,0,0
2505,1, gurch,0,0,0,0
2506,43, Hasen,3,0.0003262111,0.0005311615,0.0001873433
2507,21, NickW,2,0.0001631055,0,0.0002048282
2508,1, hypervizor,0,0,0,0
2509,101, Christofian,0,0,0,0
2510,101, John Fitzpatrick,0,0.0001631055,0,9.53173697489281E-005
2511,11, mikes,1,0.0001631055,0,0.0001160278
2512,245, zr.,2,0.0001631055,0.0003541076,9.13384235893182E-005
2513,531, John Doucette,5,0.0005708694,0.0007082153,0.0002366778
2514,121, Anders Kitson,0,0,0.0001770538,0
2515,1, Ron B,0,0,0,0
2516,101, mblackwell8,0,0,0,0
2517,104, Mike Fiedler,0,0,0.0001770538,0
2519,71, bruce gromms,7,0.0002446583,0,0.0001168995
2520,16, Sasha,0,0,0.0001770538,0
2521,1, Mike,0,0,0.0001770538,0
2522,101, smfoote,0,0,0,0
2523,102, Neil,0,0.0001631055,0.0001770538,0.0001008103
2524,101, John Sibly,0,0,0,0
2525,101, Erwin Brandstetter,0,0,0,0
2526,150, fredley,0,0,0.0001770538,0
2527,21, VORON,2,0.0001631055,0,8.96501032276288E-005
2528,337, Joe Johnson 126,0,0,0.0001770538,0
2530,1, elasticthreads,0,0,0,0
2531,101, Drazisil,0,0,0,0
